"Step","slstm_9sec_sl_default_3 - test/epoch_aucpr_micro","slstm_9sec_sl_default_3 - test/epoch_aucpr_micro__MIN","slstm_9sec_sl_default_3 - test/epoch_aucpr_micro__MAX","slstm_7sec_sl_default_3 - test/epoch_aucpr_micro","slstm_7sec_sl_default_3 - test/epoch_aucpr_micro__MIN","slstm_7sec_sl_default_3 - test/epoch_aucpr_micro__MAX","slstm_5sec_sl_default_3 - test/epoch_aucpr_micro","slstm_5sec_sl_default_3 - test/epoch_aucpr_micro__MIN","slstm_5sec_sl_default_3 - test/epoch_aucpr_micro__MAX","slstm_9sec_sl_default_2 - test/epoch_aucpr_micro","slstm_9sec_sl_default_2 - test/epoch_aucpr_micro__MIN","slstm_9sec_sl_default_2 - test/epoch_aucpr_micro__MAX","slstm_7sec_sl_default_2 - test/epoch_aucpr_micro","slstm_7sec_sl_default_2 - test/epoch_aucpr_micro__MIN","slstm_7sec_sl_default_2 - test/epoch_aucpr_micro__MAX","slstm_5sec_sl_default_2 - test/epoch_aucpr_micro","slstm_5sec_sl_default_2 - test/epoch_aucpr_micro__MIN","slstm_5sec_sl_default_2 - test/epoch_aucpr_micro__MAX","mlstm_9sec_sl_default_3 - test/epoch_aucpr_micro","mlstm_9sec_sl_default_3 - test/epoch_aucpr_micro__MIN","mlstm_9sec_sl_default_3 - test/epoch_aucpr_micro__MAX","mlstm_7sec_sl_default_3 - test/epoch_aucpr_micro","mlstm_7sec_sl_default_3 - test/epoch_aucpr_micro__MIN","mlstm_7sec_sl_default_3 - test/epoch_aucpr_micro__MAX","mlstm_5sec_sl_default_3 - test/epoch_aucpr_micro","mlstm_5sec_sl_default_3 - test/epoch_aucpr_micro__MIN","mlstm_5sec_sl_default_3 - test/epoch_aucpr_micro__MAX","mlstm_9sec_sl_default_2 - test/epoch_aucpr_micro","mlstm_9sec_sl_default_2 - test/epoch_aucpr_micro__MIN","mlstm_9sec_sl_default_2 - test/epoch_aucpr_micro__MAX","mlstm_7sec_sl_default_2 - test/epoch_aucpr_micro","mlstm_7sec_sl_default_2 - test/epoch_aucpr_micro__MIN","mlstm_7sec_sl_default_2 - test/epoch_aucpr_micro__MAX","mlstm_5sec_sl_default_2 - test/epoch_aucpr_micro","mlstm_5sec_sl_default_2 - test/epoch_aucpr_micro__MIN","mlstm_5sec_sl_default_2 - test/epoch_aucpr_micro__MAX","m+slstm_9sec_sl_default_3 - test/epoch_aucpr_micro","m+slstm_9sec_sl_default_3 - test/epoch_aucpr_micro__MIN","m+slstm_9sec_sl_default_3 - test/epoch_aucpr_micro__MAX","m+slstm_7sec_sl_default_3 - test/epoch_aucpr_micro","m+slstm_7sec_sl_default_3 - test/epoch_aucpr_micro__MIN","m+slstm_7sec_sl_default_3 - test/epoch_aucpr_micro__MAX","m+slstm_9sec_sl_default_2 - test/epoch_aucpr_micro","m+slstm_9sec_sl_default_2 - test/epoch_aucpr_micro__MIN","m+slstm_9sec_sl_default_2 - test/epoch_aucpr_micro__MAX","m+slstm_7sec_sl_default_2 - test/epoch_aucpr_micro","m+slstm_7sec_sl_default_2 - test/epoch_aucpr_micro__MIN","m+slstm_7sec_sl_default_2 - test/epoch_aucpr_micro__MAX","m+slstm_5sec_sl_default_3 - test/epoch_aucpr_micro","m+slstm_5sec_sl_default_3 - test/epoch_aucpr_micro__MIN","m+slstm_5sec_sl_default_3 - test/epoch_aucpr_micro__MAX","m+slstm_5sec_sl_default_2 - test/epoch_aucpr_micro","m+slstm_5sec_sl_default_2 - test/epoch_aucpr_micro__MIN","m+slstm_5sec_sl_default_2 - test/epoch_aucpr_micro__MAX","biot_9sec_sl_default_3 - test/epoch_aucpr_micro","biot_9sec_sl_default_3 - test/epoch_aucpr_micro__MIN","biot_9sec_sl_default_3 - test/epoch_aucpr_micro__MAX","biot_7sec_sl_default_3 - test/epoch_aucpr_micro","biot_7sec_sl_default_3 - test/epoch_aucpr_micro__MIN","biot_7sec_sl_default_3 - test/epoch_aucpr_micro__MAX","biot_5sec_sl_default_3 - test/epoch_aucpr_micro","biot_5sec_sl_default_3 - test/epoch_aucpr_micro__MIN","biot_5sec_sl_default_3 - test/epoch_aucpr_micro__MAX","biot_9sec_sl_default_2 - test/epoch_aucpr_micro","biot_9sec_sl_default_2 - test/epoch_aucpr_micro__MIN","biot_9sec_sl_default_2 - test/epoch_aucpr_micro__MAX","biot_7sec_sl_default_2 - test/epoch_aucpr_micro","biot_7sec_sl_default_2 - test/epoch_aucpr_micro__MIN","biot_7sec_sl_default_2 - test/epoch_aucpr_micro__MAX","biot_5sec_sl_default_2 - test/epoch_aucpr_micro","biot_5sec_sl_default_2 - test/epoch_aucpr_micro__MIN","biot_5sec_sl_default_2 - test/epoch_aucpr_micro__MAX","m+slstm_9sec_sl_default_1 - test/epoch_aucpr_micro","m+slstm_9sec_sl_default_1 - test/epoch_aucpr_micro__MIN","m+slstm_9sec_sl_default_1 - test/epoch_aucpr_micro__MAX","m+slstm_7sec_sl_default_1 - test/epoch_aucpr_micro","m+slstm_7sec_sl_default_1 - test/epoch_aucpr_micro__MIN","m+slstm_7sec_sl_default_1 - test/epoch_aucpr_micro__MAX","m+slstm_5sec_sl_default_1 - test/epoch_aucpr_micro","m+slstm_5sec_sl_default_1 - test/epoch_aucpr_micro__MIN","m+slstm_5sec_sl_default_1 - test/epoch_aucpr_micro__MAX","biot_9sec_sl_default_1 - test/epoch_aucpr_micro","biot_9sec_sl_default_1 - test/epoch_aucpr_micro__MIN","biot_9sec_sl_default_1 - test/epoch_aucpr_micro__MAX","biot_7sec_sl_default_1 - test/epoch_aucpr_micro","biot_7sec_sl_default_1 - test/epoch_aucpr_micro__MIN","biot_7sec_sl_default_1 - test/epoch_aucpr_micro__MAX","biot_5sec_sl_default_1 - test/epoch_aucpr_micro","biot_5sec_sl_default_1 - test/epoch_aucpr_micro__MIN","biot_5sec_sl_default_1 - test/epoch_aucpr_micro__MAX","slstm_9sec_sl_default_1 - test/epoch_aucpr_micro","slstm_9sec_sl_default_1 - test/epoch_aucpr_micro__MIN","slstm_9sec_sl_default_1 - test/epoch_aucpr_micro__MAX","slstm_7sec_sl_default_1 - test/epoch_aucpr_micro","slstm_7sec_sl_default_1 - test/epoch_aucpr_micro__MIN","slstm_7sec_sl_default_1 - test/epoch_aucpr_micro__MAX","slstm_5sec_sl_default_1 - test/epoch_aucpr_micro","slstm_5sec_sl_default_1 - test/epoch_aucpr_micro__MIN","slstm_5sec_sl_default_1 - test/epoch_aucpr_micro__MAX","mlstm_9sec_sl_default_1 - test/epoch_aucpr_micro","mlstm_9sec_sl_default_1 - test/epoch_aucpr_micro__MIN","mlstm_9sec_sl_default_1 - test/epoch_aucpr_micro__MAX","mlstm_7sec_sl_default_1 - test/epoch_aucpr_micro","mlstm_7sec_sl_default_1 - test/epoch_aucpr_micro__MIN","mlstm_7sec_sl_default_1 - test/epoch_aucpr_micro__MAX","mlstm_5sec_sl_default_1 - test/epoch_aucpr_micro","mlstm_5sec_sl_default_1 - test/epoch_aucpr_micro__MIN","mlstm_5sec_sl_default_1 - test/epoch_aucpr_micro__MAX"
"395","","","","","","","","","","0.7777081727981567","0.7777081727981567","0.7777081727981567","","","","","","","","","","","","","0.7035094499588013","0.7035094499588013","0.7035094499588013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"396","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7840825915336609","0.7840825915336609","0.7840825915336609","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7525261044502258","0.7525261044502258","0.7525261044502258","","","","","","","","","","0.8025860786437988","0.8025860786437988","0.8025860786437988","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"397","","","","","","","","","","","","","0.7892864942550659","0.7892864942550659","0.7892864942550659","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"398","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7409341931343079","0.7409341931343079","0.7409341931343079","0.6942615509033203","0.6942615509033203","0.6942615509033203","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"399","0.7293558716773987","0.7293558716773987","0.7293558716773987","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"400","","","","","","","","","","","","","","","","0.8153998851776123","0.8153998851776123","0.8153998851776123","0.8145636916160583","0.8145636916160583","0.8145636916160583","","","","","","","","","","0.7468031048774719","0.7468031048774719","0.7468031048774719","","","","0.7661412954330444","0.7661412954330444","0.7661412954330444","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7245556712150574","0.7245556712150574","0.7245556712150574","","","","0.7307210564613342","0.7307210564613342","0.7307210564613342","","","","0.7709741592407227","0.7709741592407227","0.7709741592407227","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"401","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7504159808158875","0.7504159808158875","0.7504159808158875","","","","","","","","","","0.7538280487060547","0.7538280487060547","0.7538280487060547","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7306531667709351","0.7306531667709351","0.7306531667709351","0.7232257127761841","0.7232257127761841","0.7232257127761841","0.7797878980636597","0.7797878980636597","0.7797878980636597","0.7824977040290833","0.7824977040290833","0.7824977040290833","0.797759473323822","0.797759473323822","0.797759473323822","0.7881320118904114","0.7881320118904114","0.7881320118904114","0.7396833300590515","0.7396833300590515","0.7396833300590515","0.7394006252288818","0.7394006252288818","0.7394006252288818","0.7645919322967529","0.7645919322967529","0.7645919322967529"
"402","","","","","","","","","","","","","","","","","","","","","","0.8039852380752563","0.8039852380752563","0.8039852380752563","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"403","","","","","","","0.7903662919998169","0.7903662919998169","0.7903662919998169","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7552720904350281","0.7552720904350281","0.7552720904350281","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"405","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7113934755325317","0.7113934755325317","0.7113934755325317","0.7666747570037842","0.7666747570037842","0.7666747570037842","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"406","","","","0.7733551859855652","0.7733551859855652","0.7733551859855652","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7987836599349976","0.7987836599349976","0.7987836599349976","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"407","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7601335048675537","0.7601335048675537","0.7601335048675537","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"408","","","","","","","","","","0.7851596474647522","0.7851596474647522","0.7851596474647522","","","","","","","","","","","","","0.7075204253196716","0.7075204253196716","0.7075204253196716","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7032849788665771","0.7032849788665771","0.7032849788665771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"410","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7805467247962952","0.7805467247962952","0.7805467247962952","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7391911149024963","0.7391911149024963","0.7391911149024963","","","","","","","","","","0.7547334432601929","0.7547334432601929","0.7547334432601929","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"411","","","","","","","","","","","","","0.7894909381866455","0.7894909381866455","0.7894909381866455","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7696744203567505","0.7696744203567505","0.7696744203567505","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"412","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7326099872589111","0.7326099872589111","0.7326099872589111","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"413","0.8355515599250793","0.8355515599250793","0.8355515599250793","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"414","","","","","","","","","","","","","","","","0.789383590221405","0.789383590221405","0.789383590221405","0.7703571319580078","0.7703571319580078","0.7703571319580078","","","","","","","","","","0.7632355690002441","0.7632355690002441","0.7632355690002441","","","","0.7091318964958191","0.7091318964958191","0.7091318964958191","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6830734610557556","0.6830734610557556","0.6830734610557556","","","","0.7659966945648193","0.7659966945648193","0.7659966945648193","","","","0.7242383360862732","0.7242383360862732","0.7242383360862732","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"415","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.74148029088974","0.74148029088974","0.74148029088974","","","","","","","","","","0.7525768876075745","0.7525768876075745","0.7525768876075745","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.706777036190033","0.706777036190033","0.706777036190033","0.7913420796394348","0.7913420796394348","0.7913420796394348","0.7613742351531982","0.7613742351531982","0.7613742351531982","0.7809880375862122","0.7809880375862122","0.7809880375862122","0.8001181483268738","0.8001181483268738","0.8001181483268738","0.828349769115448","0.828349769115448","0.828349769115448","0.7304067611694336","0.7304067611694336","0.7304067611694336","0.7704713344573975","0.7704713344573975","0.7704713344573975","0.7812361717224121","0.7812361717224121","0.7812361717224121"
"416","","","","","","","","","","","","","","","","","","","","","","0.7889519333839417","0.7889519333839417","0.7889519333839417","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"417","","","","","","","0.819271445274353","0.819271445274353","0.819271445274353","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7973597645759583","0.7973597645759583","0.7973597645759583","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"418","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7785352468490601","0.7785352468490601","0.7785352468490601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"419","","","","0.7785305976867676","0.7785305976867676","0.7785305976867676","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7585827708244324","0.7585827708244324","0.7585827708244324","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"420","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.758882999420166","0.758882999420166","0.758882999420166","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"421","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7063133120536804","0.7063133120536804","0.7063133120536804","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"422","","","","","","","","","","0.8345558047294617","0.8345558047294617","0.8345558047294617","","","","","","","","","","","","","0.7874675393104553","0.7874675393104553","0.7874675393104553","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7415660619735718","0.7415660619735718","0.7415660619735718","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"423","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7919936180114746","0.7919936180114746","0.7919936180114746","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6752448678016663","0.6752448678016663","0.6752448678016663","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"424","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8047558665275574","0.8047558665275574","0.8047558665275574","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"425","","","","","","","","","","","","","0.8186055421829224","0.8186055421829224","0.8186055421829224","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7723953127861023","0.7723953127861023","0.7723953127861023","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"426","0.8247316479682922","0.8247316479682922","0.8247316479682922","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7240982055664062","0.7240982055664062","0.7240982055664062","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"428","","","","","","","","","","","","","","","","0.781988263130188","0.781988263130188","0.781988263130188","0.754016637802124","0.754016637802124","0.754016637802124","","","","","","","","","","0.7470974922180176","0.7470974922180176","0.7470974922180176","","","","0.7678749561309814","0.7678749561309814","0.7678749561309814","","","","","","","0.7394678592681885","0.7394678592681885","0.7394678592681885","","","","","","","","","","","","","","","","","","","0.7143097519874573","0.7143097519874573","0.7143097519874573","","","","0.7423076629638672","0.7423076629638672","0.7423076629638672","","","","0.7711625099182129","0.7711625099182129","0.7711625099182129","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"429","","","","","","","","","","","","","","","","","","","","","","0.7777641415596008","0.7777641415596008","0.7777641415596008","","","","","","","","","","0.7538979649543762","0.7538979649543762","0.7538979649543762","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7171054482460022","0.7171054482460022","0.7171054482460022","0.7661983966827393","0.7661983966827393","0.7661983966827393","0.7628767490386963","0.7628767490386963","0.7628767490386963","0.7833660244941711","0.7833660244941711","0.7833660244941711","0.8013654351234436","0.8013654351234436","0.8013654351234436","0.8023887276649475","0.8023887276649475","0.8023887276649475","0.7748692631721497","0.7748692631721497","0.7748692631721497","0.7370108962059021","0.7370108962059021","0.7370108962059021","0.7315880060195923","0.7315880060195923","0.7315880060195923"
"431","","","","","","","0.7728889584541321","0.7728889584541321","0.7728889584541321","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7305901646614075","0.7305901646614075","0.7305901646614075","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"432","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7561432123184204","0.7561432123184204","0.7561432123184204","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"433","","","","0.777140200138092","0.777140200138092","0.777140200138092","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7249574661254883","0.7249574661254883","0.7249574661254883","","","","","","","0.7760263085365295","0.7760263085365295","0.7760263085365295","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"435","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.735237181186676","0.735237181186676","0.735237181186676","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"436","","","","","","","","","","0.7493112683296204","0.7493112683296204","0.7493112683296204","","","","","","","","","","","","","0.8056557774543762","0.8056557774543762","0.8056557774543762","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.765204668045044","0.765204668045044","0.765204668045044","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"437","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7296915054321289","0.7296915054321289","0.7296915054321289","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7437989115715027","0.7437989115715027","0.7437989115715027","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"438","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7774341106414795","0.7774341106414795","0.7774341106414795","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"439","","","","","","","","","","","","","0.7713557481765747","0.7713557481765747","0.7713557481765747","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7219951748847961","0.7219951748847961","0.7219951748847961","0.7199598550796509","0.7199598550796509","0.7199598550796509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"440","0.790250301361084","0.790250301361084","0.790250301361084","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"441","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7952888607978821","0.7952888607978821","0.7952888607978821","","","","","","","","","","","","","","","","","","","0.7511596083641052","0.7511596083641052","0.7511596083641052","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"442","","","","","","","","","","","","","","","","0.7799571752548218","0.7799571752548218","0.7799571752548218","0.7793222665786743","0.7793222665786743","0.7793222665786743","","","","","","","","","","0.7742670178413391","0.7742670178413391","0.7742670178413391","","","","0.7667887210845947","0.7667887210845947","0.7667887210845947","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7974904179573059","0.7974904179573059","0.7974904179573059","","","","0.7631983757019043","0.7631983757019043","0.7631983757019043","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"443","","","","","","","","","","","","","","","","","","","","","","0.7908284664154053","0.7908284664154053","0.7908284664154053","","","","","","","","","","0.7125682830810547","0.7125682830810547","0.7125682830810547","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7631776332855225","0.7631776332855225","0.7631776332855225","0.7820613384246826","0.7820613384246826","0.7820613384246826","0.7653323411941528","0.7653323411941528","0.7653323411941528","0.7846639156341553","0.7846639156341553","0.7846639156341553","0.8189323544502258","0.8189323544502258","0.8189323544502258","0.8311753273010254","0.8311753273010254","0.8311753273010254","0.7800453901290894","0.7800453901290894","0.7800453901290894","0.7172514200210571","0.7172514200210571","0.7172514200210571","0.7760730981826782","0.7760730981826782","0.7760730981826782"
"445","","","","","","","0.8101585507392883","0.8101585507392883","0.8101585507392883","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7524352073669434","0.7524352073669434","0.7524352073669434","","","","","","","0.8155398964881897","0.8155398964881897","0.8155398964881897","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7556563019752502","0.7556563019752502","0.7556563019752502","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"447","","","","0.7734591960906982","0.7734591960906982","0.7734591960906982","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7174964547157288","0.7174964547157288","0.7174964547157288","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"449","","","","","","","","","","0.8084193468093872","0.8084193468093872","0.8084193468093872","","","","","","","","","","","","","0.743114173412323","0.743114173412323","0.743114173412323","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7613863348960876","0.7613863348960876","0.7613863348960876","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"450","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7155209183692932","0.7155209183692932","0.7155209183692932","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"451","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7986596822738647","0.7986596822738647","0.7986596822738647","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6634813547134399","0.6634813547134399","0.6634813547134399","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"452","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7245368361473083","0.7245368361473083","0.7245368361473083","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"453","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8178598284721375","0.8178598284721375","0.8178598284721375","0.706966757774353","0.706966757774353","0.706966757774353","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"454","0.7337679862976074","0.7337679862976074","0.7337679862976074","","","","","","","","","","0.775227963924408","0.775227963924408","0.775227963924408","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"455","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7930780053138733","0.7930780053138733","0.7930780053138733","","","","","","","","","","","","","","","","","","","0.698316216468811","0.698316216468811","0.698316216468811","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"456","","","","","","","","","","","","","","","","0.7925429344177246","0.7925429344177246","0.7925429344177246","0.7914732694625854","0.7914732694625854","0.7914732694625854","","","","","","","","","","0.8178302645683289","0.8178302645683289","0.8178302645683289","","","","0.7888137698173523","0.7888137698173523","0.7888137698173523","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.752454400062561","0.752454400062561","0.752454400062561","","","","0.7597737312316895","0.7597737312316895","0.7597737312316895","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"457","","","","","","","","","","","","","","","","","","","","","","0.7806200385093689","0.7806200385093689","0.7806200385093689","","","","","","","","","","0.7681999802589417","0.7681999802589417","0.7681999802589417","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.711529552936554","0.711529552936554","0.711529552936554","0.7260845303535461","0.7260845303535461","0.7260845303535461","0.7683037519454956","0.7683037519454956","0.7683037519454956","0.7405635118484497","0.7405635118484497","0.7405635118484497","0.799243152141571","0.799243152141571","0.799243152141571","0.7687317132949829","0.7687317132949829","0.7687317132949829","0.7740579843521118","0.7740579843521118","0.7740579843521118","0.7129608392715454","0.7129608392715454","0.7129608392715454","0.7409812808036804","0.7409812808036804","0.7409812808036804"
