"Step","slstm_9sec_sl_default_3 - test/epoch_aucpr_macro","slstm_9sec_sl_default_3 - test/epoch_aucpr_macro__MIN","slstm_9sec_sl_default_3 - test/epoch_aucpr_macro__MAX","slstm_7sec_sl_default_3 - test/epoch_aucpr_macro","slstm_7sec_sl_default_3 - test/epoch_aucpr_macro__MIN","slstm_7sec_sl_default_3 - test/epoch_aucpr_macro__MAX","slstm_5sec_sl_default_3 - test/epoch_aucpr_macro","slstm_5sec_sl_default_3 - test/epoch_aucpr_macro__MIN","slstm_5sec_sl_default_3 - test/epoch_aucpr_macro__MAX","slstm_9sec_sl_default_2 - test/epoch_aucpr_macro","slstm_9sec_sl_default_2 - test/epoch_aucpr_macro__MIN","slstm_9sec_sl_default_2 - test/epoch_aucpr_macro__MAX","slstm_7sec_sl_default_2 - test/epoch_aucpr_macro","slstm_7sec_sl_default_2 - test/epoch_aucpr_macro__MIN","slstm_7sec_sl_default_2 - test/epoch_aucpr_macro__MAX","slstm_5sec_sl_default_2 - test/epoch_aucpr_macro","slstm_5sec_sl_default_2 - test/epoch_aucpr_macro__MIN","slstm_5sec_sl_default_2 - test/epoch_aucpr_macro__MAX","mlstm_9sec_sl_default_3 - test/epoch_aucpr_macro","mlstm_9sec_sl_default_3 - test/epoch_aucpr_macro__MIN","mlstm_9sec_sl_default_3 - test/epoch_aucpr_macro__MAX","mlstm_7sec_sl_default_3 - test/epoch_aucpr_macro","mlstm_7sec_sl_default_3 - test/epoch_aucpr_macro__MIN","mlstm_7sec_sl_default_3 - test/epoch_aucpr_macro__MAX","mlstm_5sec_sl_default_3 - test/epoch_aucpr_macro","mlstm_5sec_sl_default_3 - test/epoch_aucpr_macro__MIN","mlstm_5sec_sl_default_3 - test/epoch_aucpr_macro__MAX","mlstm_9sec_sl_default_2 - test/epoch_aucpr_macro","mlstm_9sec_sl_default_2 - test/epoch_aucpr_macro__MIN","mlstm_9sec_sl_default_2 - test/epoch_aucpr_macro__MAX","mlstm_7sec_sl_default_2 - test/epoch_aucpr_macro","mlstm_7sec_sl_default_2 - test/epoch_aucpr_macro__MIN","mlstm_7sec_sl_default_2 - test/epoch_aucpr_macro__MAX","mlstm_5sec_sl_default_2 - test/epoch_aucpr_macro","mlstm_5sec_sl_default_2 - test/epoch_aucpr_macro__MIN","mlstm_5sec_sl_default_2 - test/epoch_aucpr_macro__MAX","m+slstm_9sec_sl_default_3 - test/epoch_aucpr_macro","m+slstm_9sec_sl_default_3 - test/epoch_aucpr_macro__MIN","m+slstm_9sec_sl_default_3 - test/epoch_aucpr_macro__MAX","m+slstm_7sec_sl_default_3 - test/epoch_aucpr_macro","m+slstm_7sec_sl_default_3 - test/epoch_aucpr_macro__MIN","m+slstm_7sec_sl_default_3 - test/epoch_aucpr_macro__MAX","m+slstm_9sec_sl_default_2 - test/epoch_aucpr_macro","m+slstm_9sec_sl_default_2 - test/epoch_aucpr_macro__MIN","m+slstm_9sec_sl_default_2 - test/epoch_aucpr_macro__MAX","m+slstm_7sec_sl_default_2 - test/epoch_aucpr_macro","m+slstm_7sec_sl_default_2 - test/epoch_aucpr_macro__MIN","m+slstm_7sec_sl_default_2 - test/epoch_aucpr_macro__MAX","m+slstm_5sec_sl_default_3 - test/epoch_aucpr_macro","m+slstm_5sec_sl_default_3 - test/epoch_aucpr_macro__MIN","m+slstm_5sec_sl_default_3 - test/epoch_aucpr_macro__MAX","m+slstm_5sec_sl_default_2 - test/epoch_aucpr_macro","m+slstm_5sec_sl_default_2 - test/epoch_aucpr_macro__MIN","m+slstm_5sec_sl_default_2 - test/epoch_aucpr_macro__MAX","biot_9sec_sl_default_3 - test/epoch_aucpr_macro","biot_9sec_sl_default_3 - test/epoch_aucpr_macro__MIN","biot_9sec_sl_default_3 - test/epoch_aucpr_macro__MAX","biot_7sec_sl_default_3 - test/epoch_aucpr_macro","biot_7sec_sl_default_3 - test/epoch_aucpr_macro__MIN","biot_7sec_sl_default_3 - test/epoch_aucpr_macro__MAX","biot_5sec_sl_default_3 - test/epoch_aucpr_macro","biot_5sec_sl_default_3 - test/epoch_aucpr_macro__MIN","biot_5sec_sl_default_3 - test/epoch_aucpr_macro__MAX","biot_9sec_sl_default_2 - test/epoch_aucpr_macro","biot_9sec_sl_default_2 - test/epoch_aucpr_macro__MIN","biot_9sec_sl_default_2 - test/epoch_aucpr_macro__MAX","biot_7sec_sl_default_2 - test/epoch_aucpr_macro","biot_7sec_sl_default_2 - test/epoch_aucpr_macro__MIN","biot_7sec_sl_default_2 - test/epoch_aucpr_macro__MAX","biot_5sec_sl_default_2 - test/epoch_aucpr_macro","biot_5sec_sl_default_2 - test/epoch_aucpr_macro__MIN","biot_5sec_sl_default_2 - test/epoch_aucpr_macro__MAX","m+slstm_9sec_sl_default_1 - test/epoch_aucpr_macro","m+slstm_9sec_sl_default_1 - test/epoch_aucpr_macro__MIN","m+slstm_9sec_sl_default_1 - test/epoch_aucpr_macro__MAX","m+slstm_7sec_sl_default_1 - test/epoch_aucpr_macro","m+slstm_7sec_sl_default_1 - test/epoch_aucpr_macro__MIN","m+slstm_7sec_sl_default_1 - test/epoch_aucpr_macro__MAX","m+slstm_5sec_sl_default_1 - test/epoch_aucpr_macro","m+slstm_5sec_sl_default_1 - test/epoch_aucpr_macro__MIN","m+slstm_5sec_sl_default_1 - test/epoch_aucpr_macro__MAX","biot_9sec_sl_default_1 - test/epoch_aucpr_macro","biot_9sec_sl_default_1 - test/epoch_aucpr_macro__MIN","biot_9sec_sl_default_1 - test/epoch_aucpr_macro__MAX","biot_7sec_sl_default_1 - test/epoch_aucpr_macro","biot_7sec_sl_default_1 - test/epoch_aucpr_macro__MIN","biot_7sec_sl_default_1 - test/epoch_aucpr_macro__MAX","biot_5sec_sl_default_1 - test/epoch_aucpr_macro","biot_5sec_sl_default_1 - test/epoch_aucpr_macro__MIN","biot_5sec_sl_default_1 - test/epoch_aucpr_macro__MAX","slstm_9sec_sl_default_1 - test/epoch_aucpr_macro","slstm_9sec_sl_default_1 - test/epoch_aucpr_macro__MIN","slstm_9sec_sl_default_1 - test/epoch_aucpr_macro__MAX","slstm_7sec_sl_default_1 - test/epoch_aucpr_macro","slstm_7sec_sl_default_1 - test/epoch_aucpr_macro__MIN","slstm_7sec_sl_default_1 - test/epoch_aucpr_macro__MAX","slstm_5sec_sl_default_1 - test/epoch_aucpr_macro","slstm_5sec_sl_default_1 - test/epoch_aucpr_macro__MIN","slstm_5sec_sl_default_1 - test/epoch_aucpr_macro__MAX","mlstm_9sec_sl_default_1 - test/epoch_aucpr_macro","mlstm_9sec_sl_default_1 - test/epoch_aucpr_macro__MIN","mlstm_9sec_sl_default_1 - test/epoch_aucpr_macro__MAX","mlstm_7sec_sl_default_1 - test/epoch_aucpr_macro","mlstm_7sec_sl_default_1 - test/epoch_aucpr_macro__MIN","mlstm_7sec_sl_default_1 - test/epoch_aucpr_macro__MAX","mlstm_5sec_sl_default_1 - test/epoch_aucpr_macro","mlstm_5sec_sl_default_1 - test/epoch_aucpr_macro__MIN","mlstm_5sec_sl_default_1 - test/epoch_aucpr_macro__MAX"
"12","0.3920554220676422","0.3920554220676422","0.3920554220676422","0.45457518100738525","0.45457518100738525","0.45457518100738525","0.45436498522758484","0.45436498522758484","0.45436498522758484","0.4160861074924469","0.4160861074924469","0.4160861074924469","","","","0.4505704939365387","0.4505704939365387","0.4505704939365387","0.4240429103374481","0.4240429103374481","0.4240429103374481","0.38462376594543457","0.38462376594543457","0.38462376594543457","0.4489889442920685","0.4489889442920685","0.4489889442920685","0.47453030943870544","0.47453030943870544","0.47453030943870544","0.45319023728370667","0.45319023728370667","0.45319023728370667","0.46262335777282715","0.46262335777282715","0.46262335777282715","0.4548380672931671","0.4548380672931671","0.4548380672931671","0.4622357189655304","0.4622357189655304","0.4622357189655304","","","","0.4647650122642517","0.4647650122642517","0.4647650122642517","0.43421873450279236","0.43421873450279236","0.43421873450279236","0.4458637237548828","0.4458637237548828","0.4458637237548828","0.4399706721305847","0.4399706721305847","0.4399706721305847","0.4221760928630829","0.4221760928630829","0.4221760928630829","","","","0.45030203461647034","0.45030203461647034","0.45030203461647034","0.4464859664440155","0.4464859664440155","0.4464859664440155","0.49959397315979004","0.49959397315979004","0.49959397315979004","0.4419243335723877","0.4419243335723877","0.4419243335723877","","","","0.5074197053909302","0.5074197053909302","0.5074197053909302","0.43601980805397034","0.43601980805397034","0.43601980805397034","0.4505779445171356","0.4505779445171356","0.4505779445171356","0.47812917828559875","0.47812917828559875","0.47812917828559875","0.43402016162872314","0.43402016162872314","0.43402016162872314","0.4398716986179352","0.4398716986179352","0.4398716986179352","0.45492085814476013","0.45492085814476013","0.45492085814476013","0.4223082959651947","0.4223082959651947","0.4223082959651947","0.4923190772533417","0.4923190772533417","0.4923190772533417","0.48450642824172974","0.48450642824172974","0.48450642824172974"
"13","","","","","","","","","","","","","0.4337981045246124","0.4337981045246124","0.4337981045246124","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4623519480228424","0.4623519480228424","0.4623519480228424","","","","","","","","","","","","","","","","0.4861592948436737","0.4861592948436737","0.4861592948436737","","","","","","","","","","","","","0.49821433424949646","0.49821433424949646","0.49821433424949646","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.46870335936546326","0.46870335936546326","0.46870335936546326","","","","0.4831430912017822","0.4831430912017822","0.4831430912017822","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"26","0.4700780510902405","0.4700780510902405","0.4700780510902405","0.48221877217292786","0.48221877217292786","0.48221877217292786","0.4779195487499237","0.4779195487499237","0.4779195487499237","0.4641246199607849","0.4641246199607849","0.4641246199607849","","","","0.47174394130706787","0.47174394130706787","0.47174394130706787","0.45447009801864624","0.45447009801864624","0.45447009801864624","0.39652904868125916","0.39652904868125916","0.39652904868125916","0.5325526595115662","0.5325526595115662","0.5325526595115662","0.4143785238265991","0.4143785238265991","0.4143785238265991","0.4664227068424225","0.4664227068424225","0.4664227068424225","0.4612180292606354","0.4612180292606354","0.4612180292606354","0.4894086718559265","0.4894086718559265","0.4894086718559265","0.4059121310710907","0.4059121310710907","0.4059121310710907","","","","","","","0.47025975584983826","0.47025975584983826","0.47025975584983826","","","","0.45854735374450684","0.45854735374450684","0.45854735374450684","0.4391528069972992","0.4391528069972992","0.4391528069972992","","","","0.4379637837409973","0.4379637837409973","0.4379637837409973","0.47031980752944946","0.47031980752944946","0.47031980752944946","0.4961493909358978","0.4961493909358978","0.4961493909358978","0.42666950821876526","0.42666950821876526","0.42666950821876526","","","","0.5123800039291382","0.5123800039291382","0.5123800039291382","0.4353491961956024","0.4353491961956024","0.4353491961956024","0.4808952808380127","0.4808952808380127","0.4808952808380127","0.46806541085243225","0.46806541085243225","0.46806541085243225","0.5141990184783936","0.5141990184783936","0.5141990184783936","0.4964399039745331","0.4964399039745331","0.4964399039745331","0.5247018933296204","0.5247018933296204","0.5247018933296204","0.5193741321563721","0.5193741321563721","0.5193741321563721","0.44778913259506226","0.44778913259506226","0.44778913259506226","0.432273805141449","0.432273805141449","0.432273805141449"
"27","","","","","","","","","","","","","0.4670422077178955","0.4670422077178955","0.4670422077178955","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.47400781512260437","0.47400781512260437","0.47400781512260437","","","","","","","","","","","","","","","","0.4882811903953552","0.4882811903953552","0.4882811903953552","","","","","","","","","","","","","0.4403189420700073","0.4403189420700073","0.4403189420700073","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.43824082612991333","0.43824082612991333","0.43824082612991333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"39","","","","0.5283932089805603","0.5283932089805603","0.5283932089805603","","","","0.5041071772575378","0.5041071772575378","0.5041071772575378","","","","","","","","","","","","","0.49893903732299805","0.49893903732299805","0.49893903732299805","","","","","","","","","","","","","0.43775317072868347","0.43775317072868347","0.43775317072868347","","","","0.417763352394104","0.417763352394104","0.417763352394104","","","","","","","","","","","","","","","","","","","","","","0.45687010884284973","0.45687010884284973","0.45687010884284973","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"40","0.4766169786453247","0.4766169786453247","0.4766169786453247","","","","0.4900768995285034","0.4900768995285034","0.4900768995285034","","","","","","","0.48067331314086914","0.48067331314086914","0.48067331314086914","0.47937846183776855","0.47937846183776855","0.47937846183776855","0.4487484097480774","0.4487484097480774","0.4487484097480774","","","","0.4350249171257019","0.4350249171257019","0.4350249171257019","0.4776410162448883","0.4776410162448883","0.4776410162448883","0.47045621275901794","0.47045621275901794","0.47045621275901794","0.4623546004295349","0.4623546004295349","0.4623546004295349","","","","","","","","","","0.48983490467071533","0.48983490467071533","0.48983490467071533","","","","0.42001858353614807","0.42001858353614807","0.42001858353614807","0.44378861784935","0.44378861784935","0.44378861784935","","","","0.45035672187805176","0.45035672187805176","0.45035672187805176","0.4276883006095886","0.4276883006095886","0.4276883006095886","","","","0.45819368958473206","0.45819368958473206","0.45819368958473206","","","","0.4826520085334778","0.4826520085334778","0.4826520085334778","0.44577932357788086","0.44577932357788086","0.44577932357788086","0.508038341999054","0.508038341999054","0.508038341999054","0.5213009119033813","0.5213009119033813","0.5213009119033813","0.5073075294494629","0.5073075294494629","0.5073075294494629","0.5165937542915344","0.5165937542915344","0.5165937542915344","0.5375940203666687","0.5375940203666687","0.5375940203666687","0.5016031861305237","0.5016031861305237","0.5016031861305237","0.5149350166320801","0.5149350166320801","0.5149350166320801","0.5049481987953186","0.5049481987953186","0.5049481987953186"
"41","","","","","","","","","","","","","0.5041860342025757","0.5041860342025757","0.5041860342025757","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.425650954246521","0.425650954246521","0.425650954246521","","","","","","","","","","","","","","","","0.44261083006858826","0.44261083006858826","0.44261083006858826","","","","","","","","","","","","","0.4531313180923462","0.4531313180923462","0.4531313180923462","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4857085943222046","0.4857085943222046","0.4857085943222046","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
