"Step","slstm_9sec_sl_default_3 - test/epoch_f1","slstm_9sec_sl_default_3 - test/epoch_f1__MIN","slstm_9sec_sl_default_3 - test/epoch_f1__MAX","slstm_7sec_sl_default_3 - test/epoch_f1","slstm_7sec_sl_default_3 - test/epoch_f1__MIN","slstm_7sec_sl_default_3 - test/epoch_f1__MAX","slstm_5sec_sl_default_3 - test/epoch_f1","slstm_5sec_sl_default_3 - test/epoch_f1__MIN","slstm_5sec_sl_default_3 - test/epoch_f1__MAX","slstm_9sec_sl_default_2 - test/epoch_f1","slstm_9sec_sl_default_2 - test/epoch_f1__MIN","slstm_9sec_sl_default_2 - test/epoch_f1__MAX","slstm_7sec_sl_default_2 - test/epoch_f1","slstm_7sec_sl_default_2 - test/epoch_f1__MIN","slstm_7sec_sl_default_2 - test/epoch_f1__MAX","slstm_5sec_sl_default_2 - test/epoch_f1","slstm_5sec_sl_default_2 - test/epoch_f1__MIN","slstm_5sec_sl_default_2 - test/epoch_f1__MAX","mlstm_9sec_sl_default_3 - test/epoch_f1","mlstm_9sec_sl_default_3 - test/epoch_f1__MIN","mlstm_9sec_sl_default_3 - test/epoch_f1__MAX","mlstm_7sec_sl_default_3 - test/epoch_f1","mlstm_7sec_sl_default_3 - test/epoch_f1__MIN","mlstm_7sec_sl_default_3 - test/epoch_f1__MAX","mlstm_5sec_sl_default_3 - test/epoch_f1","mlstm_5sec_sl_default_3 - test/epoch_f1__MIN","mlstm_5sec_sl_default_3 - test/epoch_f1__MAX","mlstm_9sec_sl_default_2 - test/epoch_f1","mlstm_9sec_sl_default_2 - test/epoch_f1__MIN","mlstm_9sec_sl_default_2 - test/epoch_f1__MAX","mlstm_7sec_sl_default_2 - test/epoch_f1","mlstm_7sec_sl_default_2 - test/epoch_f1__MIN","mlstm_7sec_sl_default_2 - test/epoch_f1__MAX","mlstm_5sec_sl_default_2 - test/epoch_f1","mlstm_5sec_sl_default_2 - test/epoch_f1__MIN","mlstm_5sec_sl_default_2 - test/epoch_f1__MAX","m+slstm_9sec_sl_default_3 - test/epoch_f1","m+slstm_9sec_sl_default_3 - test/epoch_f1__MIN","m+slstm_9sec_sl_default_3 - test/epoch_f1__MAX","m+slstm_7sec_sl_default_3 - test/epoch_f1","m+slstm_7sec_sl_default_3 - test/epoch_f1__MIN","m+slstm_7sec_sl_default_3 - test/epoch_f1__MAX","m+slstm_9sec_sl_default_2 - test/epoch_f1","m+slstm_9sec_sl_default_2 - test/epoch_f1__MIN","m+slstm_9sec_sl_default_2 - test/epoch_f1__MAX","m+slstm_7sec_sl_default_2 - test/epoch_f1","m+slstm_7sec_sl_default_2 - test/epoch_f1__MIN","m+slstm_7sec_sl_default_2 - test/epoch_f1__MAX","m+slstm_5sec_sl_default_3 - test/epoch_f1","m+slstm_5sec_sl_default_3 - test/epoch_f1__MIN","m+slstm_5sec_sl_default_3 - test/epoch_f1__MAX","m+slstm_5sec_sl_default_2 - test/epoch_f1","m+slstm_5sec_sl_default_2 - test/epoch_f1__MIN","m+slstm_5sec_sl_default_2 - test/epoch_f1__MAX","biot_9sec_sl_default_3 - test/epoch_f1","biot_9sec_sl_default_3 - test/epoch_f1__MIN","biot_9sec_sl_default_3 - test/epoch_f1__MAX","biot_7sec_sl_default_3 - test/epoch_f1","biot_7sec_sl_default_3 - test/epoch_f1__MIN","biot_7sec_sl_default_3 - test/epoch_f1__MAX","biot_5sec_sl_default_3 - test/epoch_f1","biot_5sec_sl_default_3 - test/epoch_f1__MIN","biot_5sec_sl_default_3 - test/epoch_f1__MAX","biot_9sec_sl_default_2 - test/epoch_f1","biot_9sec_sl_default_2 - test/epoch_f1__MIN","biot_9sec_sl_default_2 - test/epoch_f1__MAX","biot_7sec_sl_default_2 - test/epoch_f1","biot_7sec_sl_default_2 - test/epoch_f1__MIN","biot_7sec_sl_default_2 - test/epoch_f1__MAX","biot_5sec_sl_default_2 - test/epoch_f1","biot_5sec_sl_default_2 - test/epoch_f1__MIN","biot_5sec_sl_default_2 - test/epoch_f1__MAX","m+slstm_9sec_sl_default_1 - test/epoch_f1","m+slstm_9sec_sl_default_1 - test/epoch_f1__MIN","m+slstm_9sec_sl_default_1 - test/epoch_f1__MAX","m+slstm_7sec_sl_default_1 - test/epoch_f1","m+slstm_7sec_sl_default_1 - test/epoch_f1__MIN","m+slstm_7sec_sl_default_1 - test/epoch_f1__MAX","m+slstm_5sec_sl_default_1 - test/epoch_f1","m+slstm_5sec_sl_default_1 - test/epoch_f1__MIN","m+slstm_5sec_sl_default_1 - test/epoch_f1__MAX","biot_9sec_sl_default_1 - test/epoch_f1","biot_9sec_sl_default_1 - test/epoch_f1__MIN","biot_9sec_sl_default_1 - test/epoch_f1__MAX","biot_7sec_sl_default_1 - test/epoch_f1","biot_7sec_sl_default_1 - test/epoch_f1__MIN","biot_7sec_sl_default_1 - test/epoch_f1__MAX","biot_5sec_sl_default_1 - test/epoch_f1","biot_5sec_sl_default_1 - test/epoch_f1__MIN","biot_5sec_sl_default_1 - test/epoch_f1__MAX","slstm_9sec_sl_default_1 - test/epoch_f1","slstm_9sec_sl_default_1 - test/epoch_f1__MIN","slstm_9sec_sl_default_1 - test/epoch_f1__MAX","slstm_7sec_sl_default_1 - test/epoch_f1","slstm_7sec_sl_default_1 - test/epoch_f1__MIN","slstm_7sec_sl_default_1 - test/epoch_f1__MAX","slstm_5sec_sl_default_1 - test/epoch_f1","slstm_5sec_sl_default_1 - test/epoch_f1__MIN","slstm_5sec_sl_default_1 - test/epoch_f1__MAX","mlstm_9sec_sl_default_1 - test/epoch_f1","mlstm_9sec_sl_default_1 - test/epoch_f1__MIN","mlstm_9sec_sl_default_1 - test/epoch_f1__MAX","mlstm_7sec_sl_default_1 - test/epoch_f1","mlstm_7sec_sl_default_1 - test/epoch_f1__MIN","mlstm_7sec_sl_default_1 - test/epoch_f1__MAX","mlstm_5sec_sl_default_1 - test/epoch_f1","mlstm_5sec_sl_default_1 - test/epoch_f1__MIN","mlstm_5sec_sl_default_1 - test/epoch_f1__MAX"
"12","0.6733587384223938","0.6733587384223938","0.6733587384223938","0.7143899202346802","0.7143899202346802","0.7143899202346802","0.7480456233024597","0.7480456233024597","0.7480456233024597","0.6923725605010986","0.6923725605010986","0.6923725605010986","","","","0.671057939529419","0.671057939529419","0.671057939529419","0.6733256578445435","0.6733256578445435","0.6733256578445435","0.6644144058227539","0.6644144058227539","0.6644144058227539","0.6887281537055969","0.6887281537055969","0.6887281537055969","0.6814988851547241","0.6814988851547241","0.6814988851547241","0.6996433734893799","0.6996433734893799","0.6996433734893799","0.6686011552810669","0.6686011552810669","0.6686011552810669","0.6850753426551819","0.6850753426551819","0.6850753426551819","0.6959487795829773","0.6959487795829773","0.6959487795829773","","","","0.7416306138038635","0.7416306138038635","0.7416306138038635","0.7223085761070251","0.7223085761070251","0.7223085761070251","0.6869873404502869","0.6869873404502869","0.6869873404502869","0.669614315032959","0.669614315032959","0.669614315032959","0.7195982336997986","0.7195982336997986","0.7195982336997986","","","","0.7435629963874817","0.7435629963874817","0.7435629963874817","0.6845974922180176","0.6845974922180176","0.6845974922180176","0.7598194479942322","0.7598194479942322","0.7598194479942322","0.6950534582138062","0.6950534582138062","0.6950534582138062","","","","0.7320608496665955","0.7320608496665955","0.7320608496665955","0.6909587979316711","0.6909587979316711","0.6909587979316711","0.7090163230895996","0.7090163230895996","0.7090163230895996","0.7475974559783936","0.7475974559783936","0.7475974559783936","0.6953537464141846","0.6953537464141846","0.6953537464141846","0.7117397785186768","0.7117397785186768","0.7117397785186768","0.7108193039894104","0.7108193039894104","0.7108193039894104","0.6950353384017944","0.6950353384017944","0.6950353384017944","0.6881181001663208","0.6881181001663208","0.6881181001663208","0.7089257836341858","0.7089257836341858","0.7089257836341858"
"13","","","","","","","","","","","","","0.7280539870262146","0.7280539870262146","0.7280539870262146","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6459912061691284","0.6459912061691284","0.6459912061691284","","","","","","","","","","","","","","","","0.7727857232093811","0.7727857232093811","0.7727857232093811","","","","","","","","","","","","","0.7388420701026917","0.7388420701026917","0.7388420701026917","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7289947271347046","0.7289947271347046","0.7289947271347046","","","","0.7145031690597534","0.7145031690597534","0.7145031690597534","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"26","0.7176032662391663","0.7176032662391663","0.7176032662391663","0.7096328735351562","0.7096328735351562","0.7096328735351562","0.7221879363059998","0.7221879363059998","0.7221879363059998","0.7809838652610779","0.7809838652610779","0.7809838652610779","","","","0.6965657472610474","0.6965657472610474","0.6965657472610474","0.7292636036872864","0.7292636036872864","0.7292636036872864","0.6620944142341614","0.6620944142341614","0.6620944142341614","0.7530680894851685","0.7530680894851685","0.7530680894851685","0.6732900738716125","0.6732900738716125","0.6732900738716125","0.7068512439727783","0.7068512439727783","0.7068512439727783","0.7296918630599976","0.7296918630599976","0.7296918630599976","0.7101989388465881","0.7101989388465881","0.7101989388465881","0.6619420051574707","0.6619420051574707","0.6619420051574707","","","","","","","0.7059594988822937","0.7059594988822937","0.7059594988822937","","","","0.6974228620529175","0.6974228620529175","0.6974228620529175","0.6700025796890259","0.6700025796890259","0.6700025796890259","","","","0.682864785194397","0.682864785194397","0.682864785194397","0.7000629305839539","0.7000629305839539","0.7000629305839539","0.7534423470497131","0.7534423470497131","0.7534423470497131","0.7020690441131592","0.7020690441131592","0.7020690441131592","","","","0.7421112656593323","0.7421112656593323","0.7421112656593323","0.6921859979629517","0.6921859979629517","0.6921859979629517","0.6858505010604858","0.6858505010604858","0.6858505010604858","0.699568510055542","0.699568510055542","0.699568510055542","0.7232176661491394","0.7232176661491394","0.7232176661491394","0.7230688333511353","0.7230688333511353","0.7230688333511353","0.721189022064209","0.721189022064209","0.721189022064209","0.7143888473510742","0.7143888473510742","0.7143888473510742","0.6804187297821045","0.6804187297821045","0.6804187297821045","0.6909274458885193","0.6909274458885193","0.6909274458885193"
"27","","","","","","","","","","","","","0.6946007013320923","0.6946007013320923","0.6946007013320923","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6944860816001892","0.6944860816001892","0.6944860816001892","","","","","","","","","","","","","","","","0.682315468788147","0.682315468788147","0.682315468788147","","","","","","","","","","","","","0.7101166248321533","0.7101166248321533","0.7101166248321533","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6800646781921387","0.6800646781921387","0.6800646781921387","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"39","","","","0.7153464555740356","0.7153464555740356","0.7153464555740356","","","","0.7410632371902466","0.7410632371902466","0.7410632371902466","","","","","","","","","","","","","0.716448187828064","0.716448187828064","0.716448187828064","","","","","","","","","","","","","0.6856687068939209","0.6856687068939209","0.6856687068939209","","","","0.6625488996505737","0.6625488996505737","0.6625488996505737","","","","","","","","","","","","","","","","","","","","","","0.7043576836585999","0.7043576836585999","0.7043576836585999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"40","0.6832025647163391","0.6832025647163391","0.6832025647163391","","","","0.7213060259819031","0.7213060259819031","0.7213060259819031","","","","","","","0.7061387896537781","0.7061387896537781","0.7061387896537781","0.7354577779769897","0.7354577779769897","0.7354577779769897","0.7137377262115479","0.7137377262115479","0.7137377262115479","","","","0.6621807813644409","0.6621807813644409","0.6621807813644409","0.7074500322341919","0.7074500322341919","0.7074500322341919","0.6884942650794983","0.6884942650794983","0.6884942650794983","0.717108428478241","0.717108428478241","0.717108428478241","","","","","","","","","","0.7399533987045288","0.7399533987045288","0.7399533987045288","","","","0.6877802014350891","0.6877802014350891","0.6877802014350891","0.7267517447471619","0.7267517447471619","0.7267517447471619","","","","0.672838032245636","0.672838032245636","0.672838032245636","0.6828137040138245","0.6828137040138245","0.6828137040138245","","","","0.7047911286354065","0.7047911286354065","0.7047911286354065","","","","0.7301157712936401","0.7301157712936401","0.7301157712936401","0.7139330506324768","0.7139330506324768","0.7139330506324768","0.7362388372421265","0.7362388372421265","0.7362388372421265","0.7550168633460999","0.7550168633460999","0.7550168633460999","0.7544563412666321","0.7544563412666321","0.7544563412666321","0.7667393088340759","0.7667393088340759","0.7667393088340759","0.7670559883117676","0.7670559883117676","0.7670559883117676","0.7425282001495361","0.7425282001495361","0.7425282001495361","0.6860249638557434","0.6860249638557434","0.6860249638557434","0.7482810020446777","0.7482810020446777","0.7482810020446777"
"41","","","","","","","","","","","","","0.6842374205589294","0.6842374205589294","0.6842374205589294","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6881002187728882","0.6881002187728882","0.6881002187728882","","","","","","","","","","","","","","","","0.6962141394615173","0.6962141394615173","0.6962141394615173","","","","","","","","","","","","","0.7209396362304688","0.7209396362304688","0.7209396362304688","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7032203674316406","0.7032203674316406","0.7032203674316406","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6849833726882935","0.6849833726882935","0.6849833726882935","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53","","","","0.6690150499343872","0.6690150499343872","0.6690150499343872","","","","0.7368244528770447","0.7368244528770447","0.7368244528770447","","","","","","","","","","","","","0.7539891600608826","0.7539891600608826","0.7539891600608826","0.7002259492874146","0.7002259492874146","0.7002259492874146","","","","","","","","","","0.6517286896705627","0.6517286896705627","0.6517286896705627","","","","","","","","","","","","","","","","","","","","","","0.6668570637702942","0.6668570637702942","0.6668570637702942","","","","0.732737123966217","0.732737123966217","0.732737123966217","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"54","0.7058244943618774","0.7058244943618774","0.7058244943618774","","","","0.7692264914512634","0.7692264914512634","0.7692264914512634","","","","","","","0.7266643643379211","0.7266643643379211","0.7266643643379211","0.6946476101875305","0.6946476101875305","0.6946476101875305","0.6797200441360474","0.6797200441360474","0.6797200441360474","","","","","","","0.6590612530708313","0.6590612530708313","0.6590612530708313","0.7056235074996948","0.7056235074996948","0.7056235074996948","0.7006259560585022","0.7006259560585022","0.7006259560585022","","","","","","","","","","0.7255644202232361","0.7255644202232361","0.7255644202232361","","","","0.6378900408744812","0.6378900408744812","0.6378900408744812","0.6981567144393921","0.6981567144393921","0.6981567144393921","","","","","","","0.6899505853652954","0.6899505853652954","0.6899505853652954","","","","0.7202061414718628","0.7202061414718628","0.7202061414718628","","","","0.7124853730201721","0.7124853730201721","0.7124853730201721","0.7144445776939392","0.7144445776939392","0.7144445776939392","0.6831954121589661","0.6831954121589661","0.6831954121589661","0.7259262204170227","0.7259262204170227","0.7259262204170227","0.7288460731506348","0.7288460731506348","0.7288460731506348","0.7000917196273804","0.7000917196273804","0.7000917196273804","0.7559393644332886","0.7559393644332886","0.7559393644332886","0.6986710429191589","0.6986710429191589","0.6986710429191589","0.6796808242797852","0.6796808242797852","0.6796808242797852","0.6927618384361267","0.6927618384361267","0.6927618384361267"
"55","","","","","","","","","","","","","0.6893717050552368","0.6893717050552368","0.6893717050552368","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6752157807350159","0.6752157807350159","0.6752157807350159","","","","","","","","","","","","","","","","0.7412455081939697","0.7412455081939697","0.7412455081939697","","","","","","","","","","","","","0.7232836484909058","0.7232836484909058","0.7232836484909058","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7138473987579346","0.7138473987579346","0.7138473987579346","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"66","","","","0.7025255560874939","0.7025255560874939","0.7025255560874939","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6411996483802795","0.6411996483802795","0.6411996483802795","","","","0.7134604454040527","0.7134604454040527","0.7134604454040527","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"67","","","","","","","","","","0.7450672388076782","0.7450672388076782","0.7450672388076782","","","","","","","","","","","","","0.7616254687309265","0.7616254687309265","0.7616254687309265","0.6807327270507812","0.6807327270507812","0.6807327270507812","","","","","","","","","","","","","","","","","","","","","","","","","0.6850265264511108","0.6850265264511108","0.6850265264511108","0.7172699570655823","0.7172699570655823","0.7172699570655823","","","","0.7122786641120911","0.7122786641120911","0.7122786641120911","","","","0.6919676661491394","0.6919676661491394","0.6919676661491394","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
